,g_number_of_nodes,g_number_of_arcs,g_min_cost,g_max_cost,g_sum_cost,g_mean_cost,g_std_cost,g_min_cap,g_max_cap,g_sum_cap,g_mean_cap,g_std_cap,g_supply,g_number_of_supply_nodes,g_arcs_source_sink,mst_sum_cost,mst_mean_cost,mst_std_cost,mst_sum_cap,mst_mean_cap,mst_std_cap,Network Simplex,CS2,SSP,CAS,CC Simple,CC Minimum Mean Cycle,CC Cancel and Tighten,Minimum
34003224,1002,1970,1,1000,973794,0.4943116751269036,0.28901889758834765,7,9999,9716339,0.4932645041153862,0.2915866306826525,3162.0,1,51,269049,0.3009856884436952,0.19864016182759006,4976479,0.49720046929767897,0.29174817852658136,653,3095,1252,1845,100912,178841,27107,Network Simplex
34008296,52,105,16,9898,504597,0.485520884449961,0.28891502347203585,15,996,52905,0.5058806655192197,0.2852322768771141,70.0,1,6,136374,0.36415633937082936,0.26105930649440456,24800,0.4916830230575546,0.2712812718072389,14,75,10,12,128,310,219,SSP
34009100,2002,4080,4,9999,20611372,0.5052312093954494,0.28664044558564683,1,1000,2030776,0.4977392156862745,0.29169373565936285,4472.0,1,21,5436027,0.30994354505576643,0.19868054939671784,988243,0.4943689316502909,0.29138201546006537,1190,8146,15406,10875,356824,1197070,58791,Network Simplex
34012412,10002,20000,1,10,109168,0.54584,0.2866979148860347,1,1000,10041853,0.50209265,0.28744077140513224,10000.0,1,101,31528,0.35027608350276085,0.1885211518267388,5006339,0.5005838416158385,0.2872183792084779,29866,85666,706480,194388,24988498,111674515,1526610,Network Simplex
34013001,502,905,1,100,44602,0.4928397790055248,0.2896646980780681,7,9988,4542700,0.5025588717510737,0.2822761159710859,223.0,1,101,14543,0.3455707632354339,0.2220865732831708,2528859,0.5053687179105946,0.2816131625173125,421,1530,40,76,12564,9084,6154,SSP
34018039,2002,4080,3,9999,20351089,0.498851086089001,0.2877448046741645,1,9998,20185180,0.4948337706757038,0.2911855737085705,44721.0,1,21,5280006,0.3014949335204427,0.19390408684758656,9930695,0.4963858838734264,0.2912848106582891,1176,7898,14776,14486,494970,1778241,62195,Network Simplex
34018290,1002,2090,1,100,104316,0.4991196172248804,0.29021521472724965,3,9996,10463902,0.5008655136695827,0.29048577834546,31622.0,1,11,25793,0.3067527710384853,0.20070049686087826,5075027,0.507198583729196,0.2891713860272275,306,2169,2382,3349,57386,268814,14693,Network Simplex
34020373,502,1040,1,2,1525,0.7331730769230769,0.2494330664923224,1,100,52312,0.503,0.28526411513650884,223.0,1,11,525,0.5239520958083832,0.10678176347381442,24892,0.4968463073852296,0.2890980438767972,122,966,597,763,14953,48151,4303,Network Simplex
34026904,102,200,1,2,294,0.735,0.2495495942693556,50,9966,1042373,0.5229645795705398,0.3073135518208324,10000.0,1,11,113,0.5594059405940595,0.16178351127097218,471308,0.4726441650546094,0.30442515040517604,35,204,89,153,1314,2425,708,Network Simplex
34028697,502,1040,1,100,53431,0.5137596153846153,0.2972566876776413,16,9999,5111618,0.4915508858578165,0.2876669583615062,2236.0,1,11,13507,0.3063645436399928,0.20231245595704736,2462302,0.4919694145243048,0.2914214623527456,241,531,124,201,16926,40169,4785,SSP
34034074,2002,4080,1,100,208200,0.5102941176470588,0.2913466228932134,1,9994,20300810,0.4978675931048825,0.2885314826025613,44721.0,1,21,54524,0.3027597312454884,0.19463398854755404,9973698,0.4991344704175051,0.2855876458996012,1259,11139,13685,14215,451136,1157249,54676,Network Simplex
34038055,502,1040,1,10,5744,0.5523076923076923,0.2896524136099321,35,9997,5283358,0.5081676426004724,0.2837406641523905,22360.0,1,11,1612,0.4021956087824352,0.22430902919748816,2524421,0.5042798710025905,0.2855109685753133,160,938,1034,1066,12931,36982,4039,Network Simplex
34038296,27,50,1,10,278,0.5559999999999999,0.2843659613948196,2,9932,248562,0.5005275875956504,0.3184348837593085,50.0,1,6,90,0.4326923076923077,0.2481439980877681,129115,0.5059048022067582,0.3111104432206623,10,31,14,15,117,212,263,Network Simplex
34040219,2002,4080,1,10,22402,0.5490686274509804,0.283196244567847,1,1000,2064441,0.5059904411764706,0.2876736639291696,4472.0,1,21,6373,0.3538786162474319,0.187983481132899,1001786,0.5011438224831528,0.2911025674438641,1145,6745,7643,8459,319094,1024093,43942,Network Simplex
34042856,502,1095,4,9990,5543931,0.5068018703635142,0.2874832149428225,1,1000,557504,0.5091360730593607,0.2899057297968669,2236.0,1,6,1311866,0.29725224315813825,0.194826887498262,249908,0.4993176809544075,0.2821110695150212,101,1063,574,1028,7238,32812,3755,Network Simplex
34051222,5002,10050,1,10,55344,0.5506865671641792,0.2868286472863825,2,10000,50348969,0.5009847661691542,0.288284912128549,7071.0,1,51,15956,0.3545068764024973,0.18903589064860804,25046867,0.5008371725654869,0.2883695924669453,3318,12382,9800,12626,3898456,9260720,240489,Network Simplex
34053167,5002,9950,1,100,504356,0.5068904522613065,0.2881925289245649,3,10000,49739813,0.4998976180904523,0.28801544597984624,7071.0,1,101,138355,0.3073940767402075,0.19172572875628646,24995515,0.4998103379324135,0.2879973040180783,6906,28295,44270,31519,5224997,12180901,445711,Network Simplex
34055759,502,1040,1,10,5662,0.5444230769230769,0.285966064834075,10,9999,5028646,0.4835720110472586,0.2887607996868437,223.0,1,11,1570,0.3917165668662675,0.2138277411824566,2368213,0.4727444800368261,0.2959124134248027,105,417,49,86,4978,13241,1934,SSP
34066326,202,410,1,10,2232,0.5443902439024391,0.2829810713353225,2,998,210685,0.5148956449484334,0.28478971750197457,1414.0,1,11,633,0.3499170812603649,0.184718436900945,101818,0.511157632623964,0.2786771571351849,63,401,229,210,5900,18372,2081,Network Simplex
34067052,10002,20000,1,10000,100047956,0.50023978,0.2886852549777207,1,1000,9992045,0.49960225,0.2890622705316927,1000.0,1,101,26839168,0.2909734831569429,0.18575675010642426,4983633,0.4983134686531347,0.28823544691847186,12580,64488,76235,48412,17424913,39049400,1462459,Network Simplex
34068230,252,545,1,2,798,0.7321100917431193,0.2493590808103053,2,997,278894,0.5132719258693511,0.2854139410658993,158.0,1,6,269,0.5358565737051793,0.12900617417284602,124512,0.5010744899191114,0.2828011244964764,36,195,47,82,753,3341,699,Network Simplex
34068362,502,960,1,10,5327,0.5548958333333334,0.2942805308136646,2,999,484926,0.5056368868868869,0.2884364768833803,223.0,1,51,1670,0.33333333333333337,0.1861112352409195,249464,0.4984305662948377,0.2816078073056481,272,2539,543,595,26670,28093,10708,Network Simplex
34074265,502,1095,1,2,1646,0.7515981735159817,0.2499948916306348,1,1000,539718,0.4928931506849315,0.2873002160702288,223.0,1,6,554,0.5528942115768463,0.15378331564278022,250771,0.5005409181636726,0.2850643881854277,159,266,87,179,7517,30811,1600,SSP
34075804,27,50,11,989,19317,0.3906370070778564,0.2771185586419698,197,9742,225635,0.4632211044959967,0.30646885398948,50.0,1,6,4622,0.36729179910998094,0.2992617807161649,109785,0.4511217948717949,0.3055738826985335,10,46,7,7,73,71,82,SSP
34075927,502,1095,51,9998,5342851,0.4880292040143188,0.28766017351269224,1,100,57064,0.5211324200913242,0.29456631041591075,2236.0,1,6,1263046,0.2812730001338392,0.1949407136794633,26279,0.5245309381237525,0.29396462226368825,213,1750,4646,3969,37101,139568,5218,Network Simplex
34078499,502,1095,1,10,5943,0.5427397260273972,0.28662702416017993,12,9999,5461681,0.4988335363216687,0.2893920820827557,2236.0,1,6,1480,0.36926147704590817,0.20335448703733472,2577544,0.5145312934487062,0.2891549079124116,68,630,106,251,1526,8763,1635,Network Simplex
34082450,2502,5000,1,10000,25252848,0.50505696,0.2856496162426241,3,9997,25301516,0.5061821746523958,0.2887652028369042,50000.0,1,51,6935939,0.3357871768352836,0.20969584200744906,12663383,0.5066367689466138,0.2874505106777485,3492,14671,54588,23090,1269544,5569243,207298,Network Simplex
34087115,102,200,1,2,298,0.745,0.2499499949989997,2,100,10480,0.524,0.2950982887107277,100.0,1,11,113,0.5594059405940595,0.16178351127097218,5129,0.5078217821782178,0.30371170527586894,30,133,84,127,1615,2737,624,Network Simplex
34088318,10002,20000,1,10,110287,0.551435,0.2893146051878473,1,1000,9997133,0.49985665,0.2883312542905772,1000.0,1,101,31879,0.3187581241875813,0.1731274105397899,5025455,0.5024952504749525,0.2878147610335038,12391,186532,53740,39202,9531863,26613670,901825,Network Simplex
34090950,402,800,7,10000,3872756,0.4840945,0.2880779773251506,1,100,40026,0.500325,0.2894125850321648,200.0,1,21,1013929,0.3262582254042314,0.2099535129719927,19887,0.4959351620947631,0.28858617574903433,212,1359,1039,1274,22381,59341,8083,Network Simplex
34091484,52,105,1,10,536,0.5104761904761904,0.2834897527412535,3,986,49890,0.4818893074471168,0.29434968642926695,707.0,1,6,141,0.4607843137254902,0.26318858289805075,24480,0.4878048780487805,0.2862980516670776,19,124,90,170,998,2523,853,Network Simplex
34091746,52,105,10,997,49579,0.4736017576539141,0.2735872161195918,20,988,51898,0.5002699055330634,0.2857045527274056,70.0,1,6,12759,0.3983701760959161,0.23958169375809285,24352,0.485747910557916,0.2957874591300084,15,80,9,14,294,505,230,SSP
34093627,402,800,3,1000,402231,0.50278875,0.2923753351831127,54,9989,3815125,0.4774157823605967,0.2896837035653025,2000.0,1,21,106444,0.2803024118689548,0.18448045464251608,1974619,0.4937568342254761,0.2879129752693663,191,700,197,213,8812,14588,5503,Network Simplex
34106601,252,545,2,1000,262968,0.4825100917431193,0.2860780999237008,3,1000,272630,0.5002385321100917,0.2901023450876746,158.0,1,6,59330,0.2932686128933398,0.20188156368599744,126888,0.5055298804780877,0.28270072392259665,42,327,63,128,1196,4472,772,Network Simplex
34107011,502,1040,3,999,514865,0.4955580580580581,0.2875857639850357,1,1000,520607,0.5005836538461538,0.29585671025351784,223.0,1,11,130474,0.3071074831469137,0.2072325313789784,243444,0.4864025702349055,0.2950491178531495,143,653,82,152,7365,29659,3042,SSP
34108000,402,800,12,9995,3935626,0.4921993496748375,0.2922023995215698,1,1000,396557,0.49569625,0.2926797806237006,2000.0,1,21,1043669,0.301164757626877,0.20408289235940927,191384,0.4772668329177058,0.2883424573150273,227,2211,1303,1360,27771,70237,8177,Network Simplex
34110699,1002,2030,9,9999,10178416,0.50144994795046,0.2884942397035041,1,1000,1015475,0.5002339901477832,0.2872316960557349,3162.0,1,21,2657828,0.3096050404819061,0.19914326098660626,494877,0.4943826173826174,0.2887479611572521,583,3106,3451,4103,181973,610069,28035,Network Simplex
34112042,52,105,21,9915,526885,0.5060970631318589,0.30708635344662233,218,9883,564694,0.54417060560944,0.28094505746832743,7071.0,1,6,140401,0.32383964054978537,0.2433356644136601,281819,0.5669295932182249,0.2753858973262622,19,117,39,89,398,975,373,Network Simplex
34113539,5002,9950,1,10,54250,0.5452261306532663,0.285953969168148,1,1000,4988442,0.5013509547738694,0.29105345042036684,707.0,1,101,15810,0.3512630807171899,0.18753717300159486,2519801,0.5038594281143771,0.29010606979042514,10985,18996,23469,16037,2029242,4664417,382636,Network Simplex
34117581,1002,1970,1,2,2935,0.7449238578680203,0.2499484602494201,3,9997,10007744,0.5081597575719417,0.29287156035237744,316.0,1,51,1106,0.5524475524475524,0.15320910699445206,5043784,0.5040257331944838,0.2915961471144327,1278,866,113,174,25323,88690,17133,SSP
34118604,202,390,1,2,567,0.7269230769230769,0.2489326326966832,29,9986,2084441,0.5352213611877141,0.2819830806544604,141.0,1,21,215,0.5348258706467661,0.12727959010413958,1106691,0.5513644475399888,0.26667487499179765,67,157,23,40,566,649,923,SSP
34127893,1002,2090,1,10,11560,0.55311004784689,0.2865441545081191,8,10000,10354415,0.4954265550239234,0.28936351052449644,3162.0,1,11,3156,0.3503163503163503,0.18575237618898988,4863545,0.4861116872122375,0.2846282894139636,281,1242,396,722,52498,214473,10124,Network Simplex
34129398,502,1095,1,100,55139,0.5035525114155252,0.287922618870354,2,997,528558,0.484153831357085,0.2915181503915241,2236.0,1,6,12932,0.2966939683850689,0.19787482565718065,235899,0.4727472765312748,0.2886938263813785,107,822,517,1006,7303,29935,3062,Network Simplex
34131839,1002,2090,1,10000,10413267,0.4982424401913876,0.2909057584334474,1,10000,10587436,0.5065758851674641,0.29106552366161104,3162.0,1,11,2573625,0.28810555200066634,0.1920753946554357,5211716,0.520650949050949,0.2883879951140001,269,1439,410,592,10675,32724,7216,Network Simplex
34136075,202,390,1,1000,196664,0.5042666666666666,0.301582987119065,10,9998,1884607,0.4833292299485538,0.2917258659181715,14142.0,1,21,55079,0.3110384513301822,0.21732897740988694,946000,0.4707409143520246,0.28416358145450205,107,627,461,398,7512,15262,2839,Network Simplex
34139745,2502,5000,1,2,7474,0.7474,0.24998647963439946,5,9999,25229151,0.5046334833483349,0.288929138572596,50000.0,1,51,2754,0.5505797680927629,0.1507699277245425,12639748,0.5054383087249148,0.2880911951037877,2727,10944,30447,19531,1205256,3651748,121001,Network Simplex
34140115,1002,2030,2,1000,1054543,0.5194793103448275,0.2849947649947297,7,9999,10159607,0.5005233035618833,0.29244397376224257,316.0,1,21,289385,0.3659441823998786,0.22452795526783145,5016619,0.5012108603467739,0.2895247565324417,326,1207,99,143,29952,53710,11707,SSP
34140631,402,800,1,999,398595,0.4987424924924925,0.30180998041023044,12,9979,3808541,0.4770694708888666,0.2987771548396569,2000.0,1,21,103853,0.30361669098063754,0.21784926250191947,1949912,0.4893452190194735,0.3027655396049149,213,1259,244,342,13183,35064,6383,Network Simplex
34149206,252,455,5,999,232093,0.5106051106051106,0.29318340751272903,1,1000,233501,0.5131890109890109,0.29686258242876384,158.0,1,51,76029,0.3653852623282503,0.2328036018291701,128238,0.5109083665338645,0.2922094626964768,154,538,137,91,3837,3392,3497,CAS
34151849,1002,2030,1,10,11244,0.5538916256157635,0.2874589335910406,5,9997,10258175,0.5054804618725519,0.2924254050889978,3162.0,1,21,3211,0.3564213564213564,0.1907047808120984,5129783,0.5129274688878332,0.29385913289062,423,1506,532,886,56073,221971,15216,Network Simplex
34166028,502,1040,1,10,5784,0.5561538461538461,0.2872961072733807,1,1000,516348,0.4964884615384616,0.2906264749533101,2236.0,1,11,1618,0.35883787979596365,0.1997141197744859,246724,0.4934499737998952,0.29681871830698725,179,1805,1095,1234,12901,48486,4169,Network Simplex
34172627,102,215,1,100,10866,0.5053953488372094,0.2763545194916902,1,100,10818,0.5031627906976744,0.2958067353222023,100.0,1,6,2728,0.3699986436999864,0.21381870763083427,5341,0.5288118811881188,0.30261987111472183,31,173,71,106,927,2518,716,Network Simplex
34173998,1002,2030,1,100,100449,0.4948226600985222,0.2847156442965676,1,100,101123,0.4981428571428572,0.2846021322487003,316.0,1,21,27033,0.3334073334073334,0.21299938845266986,49783,0.4973326673326673,0.278074545345325,713,3122,5961,3975,116377,260792,21043,Network Simplex
34174110,202,390,1,2,579,0.7423076923076923,0.2498816287812429,34,9996,1991998,0.5109731071915946,0.2929590513289789,141.0,1,21,223,0.554726368159204,0.15610319890285804,1073724,0.5380109223246242,0.2907679384955063,66,171,36,49,440,1040,764,SSP
34174711,102,200,2,100,10331,0.5165500000000001,0.2815023934178891,1,1000,100667,0.5033350000000001,0.2850354938862878,100.0,1,11,2971,0.4029567340295673,0.2274665952539951,47994,0.4766179727300714,0.2794635055193562,25,126,14,26,408,527,525,SSP
34177996,502,1095,1,100,55654,0.5082557077625571,0.2920223429273714,2,9995,5437359,0.4968108711890192,0.2894354671944129,223.0,1,6,12875,0.2920295772092179,0.19842002717329804,2554049,0.5100452421819692,0.2933595514371377,61,426,47,65,1639,6419,1645,SSP
34180079,27,50,1,10,260,0.52,0.2778488797889961,2,99,2682,0.5418181818181819,0.2957354962228079,50.0,1,6,83,0.3990384615384616,0.2273891075074128,1384,0.548770816812054,0.2753577724733412,23,56,16,32,92,140,128,SSP
34181282,502,1040,2,998,521063,0.5020261677200555,0.29117153978460675,6,9987,5111570,0.4921368933459652,0.28571967813818017,223.0,1,11,131381,0.3125596244935635,0.20834080028499166,2506388,0.5009282526366112,0.284027590455996,92,702,34,60,5477,21730,4252,SSP
34186165,102,215,1,997,105815,0.4936437218632642,0.2880038226638747,13,993,113064,0.5295861729782898,0.284765986943102,1000.0,1,6,24892,0.3968686723744839,0.24661814287640216,55252,0.5509058458715962,0.2793318722669457,25,190,84,199,1206,3091,647,Network Simplex
34188068,27,50,1,2,78,0.78,0.2481934729198171,105,9336,244349,0.523455441302485,0.3110133076533648,50.0,1,6,32,0.6153846153846154,0.2106625221173716,121412,0.5001812668907785,0.3088297199299188,8,41,8,6,46,57,55,CAS
34188374,252,545,1,100,28291,0.5191009174311927,0.2949310584953937,2,9990,2711688,0.4980554866793399,0.29396097396345783,1581.0,1,6,6591,0.3089289899226623,0.20577440985716774,1233163,0.4921366322748673,0.2865240737402535,46,255,59,145,2379,11003,1347,Network Simplex
34191895,202,410,1,10,2329,0.5680487804878049,0.28725546981308675,1,996,209447,0.5128979331961995,0.2921543404190117,1414.0,1,11,684,0.3781094527363184,0.2050223477349996,103110,0.5160815640109312,0.2872396322372255,67,478,299,309,4600,12126,2009,Network Simplex
34192414,1002,2030,1,1000,1032926,0.5088305418719212,0.2897610376994669,1,1000,1066019,0.5251325123152709,0.2854069442389176,316.0,1,21,273869,0.3170282787895766,0.20721401285451269,527885,0.5278855278855279,0.2829156326193911,403,3599,468,835,98336,307773,20508,Network Simplex
34194910,202,410,1,2,630,0.7682926829268293,0.2493298573202546,26,9941,1978527,0.4854316074596215,0.2907746770431848,141.0,1,11,235,0.5845771144278606,0.18744404212720897,972374,0.4866393312584047,0.2931303331765062,94,130,23,32,163,381,292,SSP
34197442,402,800,2,1000,406118,0.5076475,0.28762849866407536,6,1000,388979,0.48622375,0.29956936373056825,200.0,1,21,111723,0.3637218963036274,0.2094197444835532,191154,0.4771704372701879,0.3044713982346321,192,1101,216,303,10372,20780,3810,Network Simplex
34199099,1002,1970,1,1000,990152,0.5026152284263959,0.2921091569346113,1,9994,9780710,0.4967808096025128,0.292897673768841,316.0,1,51,270783,0.282667176084104,0.18468085706931134,4973789,0.4972798418555024,0.29336779332539953,641,1366,120,181,61696,111602,13663,SSP
34199580,502,1095,1,100,56287,0.5140365296803653,0.2892647876722012,1,1000,550862,0.5030703196347032,0.2850123887163778,22360.0,1,6,13224,0.2999455634186173,0.1943555426941912,260581,0.5211640846563387,0.2877107654616908,189,1596,3440,2996,42793,157498,5819,Network Simplex
34203015,52,105,13,1000,53784,0.5122285714285714,0.27459741118825665,14,997,52059,0.4972918756268807,0.2824674571226146,707.0,1,6,14042,0.5015179113539769,0.28925834848140064,26241,0.5250300120048019,0.2806501377115608,18,131,34,50,756,1144,435,Network Simplex
